Target,Text,Label
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Die EU ist zwar ein grosses Friedensprojekt. Leider betreibt sie aber eine Wirtschaftspolitik die sich stark auf neoliberale Rezepte beruft. Dies führt zu Sozialabbau und Lohndumping und hatte zum Beispiel negative Folgen für die Krisenbewältigung in Griechenland und in anderen südeuropäischen Ländern. Das lässt keine grosse Begeisterung für einen baldigen EU-Beitritt aufkommen.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Neutral sein darf nicht heissen, dass man den Kopf in den Sand steckt, niemandem weh tut und mit beiden Seiten möglichst gewinnbringende Geschäfte macht. Neutral sein heisst, dass man sich nicht in bewaffnete Konflikte einmischt und schon gar nicht solche anzettelt. In diesem kann eine aktivere, gut durchdachte Neutralitätspolitik durchaus Sinn machen.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Gerade im Bereich der Menschenrechte müssen wir klar Stellung beziehen.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Wer keinen Dreck am Stecken hat, braucht sich vor dem automatischen Austausch von Bankkundendaten nicht zu fürchten.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Ein EU-Beitritt steht für mich momentan nicht zur Diskussion, folglich braucht's auch keine Verhandlungen.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Neutralität darf nicht mit Duckmäusertum verwechselt werden. Eine eigene Meinung zu haben und zu äussern finde ich wichtig. Ungerechtigkeit muss beim Namen genannt werden. 
Aber selbstdarstellerische Sololäufe von Bundesratsmitgliedern nerven mich.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Ich empfinde die CH-Aussenpolitik nach wie vor als neutral, aber aktiver. Beides finde ich begrüssenswert.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Wieso will man in die EU? Schaut euch doch bloss ein bisschen in den Nachbarländern um!,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Innerhalb der nächsten vier Jahre gewiss nicht. Der Weg der Schweiz ist jener über die bilateralen Abkommen mit Brüssel. Obschon, oder gerade deswegen, es inzwischen jeder und jede gemerkt haben sollte, dass auch solche Abkommen wenig mit Rosinenpickerei zu tun haben, und Brüssel eindeutig am Drücker ist, wäre das Diktat mit einem Vollbeitritt noch einschneidender und die Selbstbestimmung entsprechend kleiner.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Unbedingt. Denn die Neutralität ist ein Relikt aus alter Zeit. Die Schweiz war und ist nie neutral. Wenn man eigene Interessen verfolgt, ist dies überhaupt nicht möglich. Ich würde sogar noch eine aktivere Rolle begrüssen und von mir aus könnte man die heilige Kuh Neutralität sowieso zur Schlachtbank führen. Wenn man heute von der Aufhebung des Bankgeheimnisses spricht, welches der Schweiz lange einen wirtschaftlichen Vorteil brachte, ist heute die Neutralität sowieso obsolet.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Das Schweizer Bankgeheimnis galt zwar einst als grösster Trumpf des Finanzplatzes Schweiz. Doch ob sich die Schweiz weiterhin dem zweifelhaften Ruf als Eldorado für Steuerflüchtlinge aussetzen sollte, ist wohl eher zu verneinen. Wenn unsere im Ausland operierenden Grossbanken nicht massivste Repressionen erleiden sollen, kommt man um solche Abkommen nicht herum. Das ist eine - bedauernswerte - Tatsache.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Der bilaterale Weg ist für die Schweiz sinnvoll. Die Schweiz vollzieht weitgehend EU Recht ohne mitbestimmen zu dürfen. Deshalb muss die EU Frage auch in Zukunft gestellt werden, das Stimmvolk wird jedoch entscheiden und nicht Politiker!",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Es wird immer schwieriger und aufwändiger Verträge mit den einzelnen Mitgliedstaaten auszuhandeln. Wir zahlen immer mehr an die EU, passen unsere Gesetze den EU-Vorgaben an, können aber nicht mitbestimmen...",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Eine strikte Neutralität ist schon lange nicht mehr möglich.,FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Die Globalisierung ist ein unaufhaltsamer Prozess und für die Schweiz ist die globale Zusammenarbeit essenziell.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Der Schutz persönlicher Daten, auch finanzieller, ist wichtig, doch das Verhindern von Steuerbetrug hat dabei Vorrang.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Solange es nicht meine daten sind ist mir das egal!,AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Ich bin nach wie vor vom Friedensprojekt und Wirtschaftsraum EU überzeugt, auch wenn dieser in der Krise steckt. 
Konkrete Verhandlungen werden kaum in den nächsten 4 Jahren stattfinden. Aber ein Abwenden vom bilateralen Weg wäre gefährlich. Darum: Bilaterale weiterführen. Beitrittsverhandlungen weiter im Auge behalten.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Die Schweiz ist keine Insel und soll ihre Traditionen in der humanitären Arbeit für die Welt weiterhin pflegen. Nur so hat die Schweiz auch international das Gewicht, das ihr zusteht.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Die Schweiz darf nicht ein Land sein, dass zum Steuerbetrug animiert oder auch schon nur Hand zum Steuerbetrug bietet. Insofern sollten alle Menschen gemessen an ihrem Vermögen und Einkommen zum Fortkommen eines jeden Staates an ihrem Wohn- und/oder Lebensort beitragen müssen. SteuerbetrügerInnen sind auch VerbrecherInnen.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Gleichzeitig müssen auch Schweizer Steuerbehörden einen Zugang zu Bankkundendaten bekommen. Nur so kann die massive Steuerhinterziehung bekämpft werden. Es darf nicht sein, dass Schweizer Behörden benachteiligt werden.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Nein, die Schweiz ist ein souveräner Rechts-Staat. Automatischer Datenaustausch wäre eine Zurückstufung der Glaubwürdigkeit.
Das Recht soll aber kein Unrecht schützen. Liegen Verstösse vor, muss von Richtern die Herausgabe von Daten verlangt werden können.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Nein! 
EU-Beitritt wäre erst ein Thema, wenn die grosse Mehrheit der Schweiz dies als richtig erachten würde.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Wer sich korrekt verhält, hat nichts zu befürchten. Menschen die ihr Geld absichtlich nicht korrekt versteuern sind Verbrecher und das ist nicht zu unterstützen.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Wir müssen aufpassen, dass wir uns nicht einfach so in die Innenpolitik anderer Staaten einmischen. Wenn es allerdings um Handelsabkommen geht, müssen wir die Menschenrechts- und Umweltschutzsituation in den jeweiligen Ländern beachten. Und Waffenhandel gefährdet generell unsere Neutralität.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Es wäre sowohl moralisch eine gute Sache als auch für unser Image.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Die EU ist derzeit in einer schwierigen Zeit. Ich finde Beitrittsverhandlungen derzeit nicht angebracht. Die Bilateralen Verträge sind aber nicht als endgültig betrachtet werden.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Diese sog. ""aktivere Aussenpolitik"" beinhaltet konkret eine verstärkte Einbindung in die NATO. Da wäre mir eine echte Neutralität lieber!",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Nur wenn die EU beitreten möchte. Aber auch dann eher nein.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Wenn ein international anerkannter Standard zum automatischen Informationsaustausch vorliegt.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Früher oder später sind wir so weit. Es würde die Glaubwürdigkeit der Schweizer Banken definitiv stärken.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,Freihandelsabkommen mit Drittstaaten sind stattdessen konsequent fördern.,AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Die Neutralität ist zugunsten eine populistischen Aussenpolitik aufgegeben worden.,AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Die Schweiz muss ihren Beitrag zur länderübergreifenden Fairness leisten.,FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Auch ein neutraler Staat darf aus meiner Sicht seine Haltung offen legen und Stellung nehmen.,FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Wir sind vollständig von der EU abhängig und sind deshalb auf ein gutes Verhältnis angewiesen, aber ein Beitritt wäre in der heutigen Situation der EU und der Stimmung in der Schweiz zu diesem Thema kontraproduktiv.",AGAINST
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Solange der bilaterale Weg zum Ziel führt, sind Verhandlungen nicht nötig - wenn das nicht mehr der Fall sein sollte, muss wieder ernsthaft über eine EU Mitgliedschaft gesprochen werden.",AGAINST
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Die Geschichte der Schweizer Neutralität zeigt, dass diese eigentlich schon immer geprägt war durch Parteiname und Einmischung - mal mehr, mal weniger. Das ist schliesslich im Interesse der Schweiz - und somit gut so.",FAVOR
Soll die Schweiz innerhalb der nächsten vier Jahre EU-Beitrittsverhandlungen aufnehmen?,"Solange die Schweiz in dieser Frage innenpolitisch dermassen zerstritten ist, machen Verhandlungen keinen Sinn. Grundsätzlich ist die Beziehung zur EU aber zu festigen und aus meiner Sicht ein Beitritt richtig. Die heutige Situation als Insel innerhalb der EU ist unnötig kompliziert und teuer.",AGAINST
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Ja, aber auch mit Entwicklungsländern. Ansonsten geht das Geschäft der Schweizer Banken mit unversteuerten Geldern aus ärmeren Ländern einfach weiter.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Gut wäre es, wenn den schönen Worten auch Taten folgen würden - z.B. Kriegsmaterial-Exporte verbieten.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Gleiche Steuerrechte für alle. Das betrifft vorallem sehr Reiche, die versuchen den Staat zu bescheissen. Das ist der Gesellschaft gegenüber nicht fair.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Kein Staat kann absolut neutral sein. Um handlungsfähig zu bleiben und international bestehen zu können, ist der veraltete ""Neutralitätsmantel"" wo nötig abzustreifen.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?",Diese Umorientierung ist zu Begrüssen! In einer globalisierten Welt mit zunehmenden multilateralen Verträgen ist eine aktive Aussenpolitik unerlässlich.,FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Die Neutralität mus dort gewahrt werden, wenn es darum geht, ob man aktiv und mit Waffengewalt in einen Konflikt eingreift oder nicht.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Die Schweizer Banken müssen auf ihre Qualität bauen und nicht auf das Bankgeheimnis.,FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,"Wer nichts zu verheimlichen hat, muss auch nichts befürchten. Es muss aber zwingend garantiert werden können, dass diese Daten nicht an Dritte weitergeleitet werden.",FAVOR
"Die Schweiz verfolgt seit einigen Jahren eine aktivere Aussenpolitik, die sich weniger an der strikten Neutralität orientiert. Begrüssen Sie dies?","Solange sie sich auf diplomatische und friedenstiftende Aussenpolitik bezieht, ja. Militärisch aber ganz klar nein.",FAVOR
Würden Sie die Einführung des automatischen Austausches von Bankkundendaten zwischen der Schweiz und ausländischen Steuerbehörden befürworten?,Wäre ein Fortschritt im Umgang mit Steuerhinterziehung.,FAVOR
