tweet,stance
Cuando llegue el momento  ya que para eso está el personal sanitario y hacérmelo. Creo que vacunarse es un acto de responsabilidad para con uno mismo y el resto de la sociedad. #Vacunate,FAVOR
"Las farmacéuticas y los gobiernos meten miedo, sacan la vacuna nos sacan millones de € y a los meses olvidado y otros inchados a billetes",AGAINST
"""@JuanMalaga2011: Fallece el creador de la #vacuna contra la #lepra http://t.co/TtBxbe0EcX”""",NONE
La vacunación NO devolverá la vida a la normalidad: AP publicó artículo que generó críticas y desconcierto https://t.co/60DEXoX1xT a través de @TierraPuraORG,AGAINST
"Detalles, si el virus te puede contagiar nuevamente.... Para que sirve la Vacuna? https://t.co/mGW3kl3550",AGAINST
"Que daño me ha hecho la de la vacuna, me cago en su madre.",FAVOR
Vamos a ver si nos ponemos la vacuna de la gripe (@ Centro de Salud Entrevías) http://t.co/GLiFn4PY,FAVOR
otra #covidiota sin sentido... eres oftalmologa y te vas a poner a vacunar a diestro y siniestro? 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ 🤦‍♀️ una oftalmologa vacunando?? no tiene sentido ninguno... 😂😂😂😂 https://t.co/mVA5r2YBJj,AGAINST
"Después del trasplante de médula de Javi, poder vacunar a nuestra segunda hija según el calendario ""normal"" es maravilloso. Hay padres que temen el día de las vacunas, nosotros lo esperamos con ansias!  #meningococoB #bexsero https://t.co/qSqA19SEAk",FAVOR
"@Geertxu Eso ya dependerá de muchas cosas. De hecho, deberíamos planificarlo todo para el peor de los casos: que nunca se logre una vacuna o que su eficacia sea muy baja.",NONE
"""Una madre recoge firmas contra el bloqueo de la vacuna de la varicela"" http://t.co/jXDLcMrvmD",NONE
"No puedo evitar emocionarme con las imágenes de las primeras vacunaciones, sé que es un paso pequeño, pero supone un paso gigante para la ciencia. Espero que sea el principio del fin.   #COVIDー19",FAVOR
"Y encima mi hijo está vacunado de todo, bueno, casi, de la varicela no le dejan. Es que va a una guardería pública y hay niños pobres.",FAVOR
"La poblacion deberia saber q la mayoria de los politicos y la gente de salud publica, tiene a sus hijos vacunados de la varicela...",NONE
Vamos a por la ultima vacuna #ASUFRIRUNPOCO @CaarmenAlcaraz,FAVOR
"""@SoloTatuajes: Científicos aseguran que las heces de gato son clave para la vacuna contra el cáncer.😂😂😂😒 @AmelieElika",NONE
"""@comidiario: La monja que combatió contra la vacuna de la gripe A pide ahora retirar la del papiloma http://t.co/scT2seAi vía @publico_es""",NONE
@telemadrid Y para qué sirve 💉 #CoronaTimo #CoronaFarsa #FalsaPandemia #Plandemia #Genocidio #NoAlNuevoOrdenMundial #NoAlBozal #NoALaMascarillaObligatoria #NoALaVacuna #PoliticosAPrision #SanitariosCobardes #Covid_19 #Coronavirus #COVID19 #CovidHoax #Plandemic #NoMask #NoVaccine 👩‍⚕️👨‍⚕️🐑😷🤬,AGAINST
"Si me corto con un hierro oxidado y no me vacuno de tétanos o de lo que sea no me muero, ¿no? ¿NO?",NONE
"Ha vestirme y al instituto y luego la vacuna :""(.",FAVOR
Los Antivacunas estáis trayendo más problemas al mundo de los que creéis que solucionais Aquí os dejo un video desmontando argumentos.https://t.co/lzgbvdHSnp#YoSiMeVacuno#Vacunas #VacunaCOVID19 #vaccine #VacunasUchile #VacunasCovid19,FAVOR
"Por nuestros #padres, #hijos, #hermanos, nuestros pacientes, nuestros #amigos, nuestra #libertad, por una vida sin restricciones, por nosotros mismos... es una cuestión de #humanidad y #salud #urgnecias  @urgencies_csi 👇👇👇 https://t.co/wR40OKPb0p",FAVOR
. Por mi. Por ti. Por todos. ⁦@pacientesPOP⁩ ¡Gracias @usal por retomar la vacunación! https://t.co/MZASxrrNVH,FAVOR
Pues ya esta la vacuna puesta xD,FAVOR
Desarrollan con éxito en #EEUU una vacuna contra el #cancerdemama metastásico http://t.co/GRdDZkJhoZ,FAVOR
La vacuna frente a la tosferina es inocua tras el primer trimestre de gestación. Dra. I. Romero. Servicio de pediatría. HM Hospitales.,NONE
Desarrollan una vacuna prometedora contra el cáncer de mama http://t.co/xzg9yhCdyX,NONE
"Araceli, la primera española en recibir la vacuna contra la #COVID19. El día de hoy pasará a la #historia, hoy es el principio del fin 🌈, hoy los #BUENOSDÍAS se escriben con mayúscula.  https://t.co/rSX0I21Z2p",FAVOR
Está claro que las vacunas funcionan Ha comenzado la campaña de vacunación frente al #Covid_19 Evidentemente todavía las vacunas no han podido desarrollar inmunidad. Pero han desatado una ola de ilusión entre los profesionales que hacía tiempo que no veía.,FAVOR
La campaña que en estos momentos realiza @elprogramadear a favor de la vacunación masiva es tan burda e insultante a nuestra inteligencia y personalidad que sólo por éso habría que sospechar de la mierda que nos quieren inyectar.  porque así lo decido yo.,AGAINST
"Después de las clases pa el médico a exarme la vacuna del “tétano""",FAVOR
"Los niños no vacunados provocan el mayor brote de sarampión en EE. UU. en años, según un estudio http://t.co/8mGSQspp",NONE
Mi madre se ha puesto una vacuna.,FAVOR
"Comienza el nuevo año y el principio del fin de esta pandemia... Sin duda, mi mejor regalo de Reyes...  #sinciencianohayfuturo #vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 💉💉💉💉💉💉 https://t.co/xcQct2i1gP",FAVOR
"En cuestion de tiempo, a por la vacuna de la gripe😷💉",FAVOR
🔴 ÚLTIMA HORA: la Agencia Europa del Medicamento (@EMA_News) da luz verde a la vacuna contra la #COVID19 de Modernahttps://t.co/SxjQ6WjWaT https://t.co/HU7zTSwWtW,NONE
Aunque estén jugando una vez mas al policía bueno/malo noto mucha gente apurada por el pasaporte sanitario...Vayan quitando esa idea de sus mentes... hay olor a #Nuremberg2 #pLandemia #PCRgate  #nomask https://t.co/eFhZwHSVHP,AGAINST
Pues en casa despues de la vacuna ✌,FAVOR
🔴ÚLTIMA HORA: Llegan a España las primeras dosis de la vacuna contra la #COVID19 https://t.co/ZzZA7AyH85,NONE
Un destello de esperanza tras esta dura travesía. #España afronta el comienzo de la vacunación del #COVID19. Hoy es un gran día  https://t.co/YnPGqKxJ8t,FAVOR
"@javi_sismic A ver, una vacuna aprobada por la Unión Europea ha tenido que pasar bastantes procesos de prueba y como cualquier vacuna haber sido probada en voluntarios (pueden haber sido 1000 o 2000) para comprobar su eficacia y efectos adversos. Así que mi respuesta sería, sí",FAVOR
La AEMPS investiga muerte niña x vacuna Virus Papiloma Humano VPHhttp://t.co/dOimlwar,NONE
"RT &amp; #NoComment @La_SER @Cifuleto : ""¡¿Qué diría Madame Curie, al ver que no se curran la vacuna contra el SIDA?!"" - #LegiónDeMudos ...",NONE
Aqui en el hospital poniendome la vacuna y a esperar media hora,FAVOR
Al médico para la vacuna.,FAVOR
Con la vacuna llega la hora de la fuga. https://t.co/FvG2IcHIuE,AGAINST
Media hora discutiendo con un covidiano en Twitter. Me tengo que vacunar si o si. No hay esperanza. Menudo nivelazo científico tienen😭,AGAINST
Una pequeña delicia sobre la historia de las #Vacunas | Nature.  Milestones in #Vaccines https://t.co/upJcchxm9x,FAVOR
2h esperando en el médico para ponerme una vacuna.... Esperemos que no me diga que se ha quedado sin ellas....,FAVOR
"Hola @larazon_es, Araceli ha mencionado a Dios, no a @sanchezcastejon. Se que habéis entrecomillado lo dicho x Araceli, pero puestos a inventar titulares, hubiera sido + elegante dar las gracias a la ciencia, xq encima es verdad.#SinCienciaNoHayFuturo  #VacunaCOVID19 https://t.co/2ZfSnihdUK",FAVOR
"La vacuna del papiloma ""será el mayor escándalo médico de todos los tiempos"" http://t.co/c3D7iDfc7M vía @sharethis",AGAINST
"No dudéis de la eficacia de la vacuna rusa Sputnik V. Rusia es un referente en investigación en farmacología, sobre todo en el desarrollo de venenos para eliminar opositores...",AGAINST
"ya tenemos la vacuna para la meningitis B pero el gobierno restringe su uso, solo cuando sea de riesgo o brote o que se muera alguien",NONE
"Nuestra compañera Sara, enfermera y delegada del @CCOOhufa se vacuna contra #COVID19 #CCOOseMueve comprometidos con la erradicación del virus🦠 y trabajando duro para salvar vidas en Sanidad #Madrid @CCOO @CCOOMadrid @fssccoo  https://t.co/JD0Sz7a8se",FAVOR
"Desarrollar la vacuna de la tuberculosis 5 mill €, pagar una deuda privada d autopistas de Madrid 5000 mill €... Q elige Rajoy? #marcaespaña",NONE
@LluisMontoliu @guardian ¿Y esa mutación afectaría a la eficacia de la vacuna actual? 🤔,NONE
@1DNoelia :((yo tmb shoro q m ponen una vacuna,FAVOR
Lagrimas de ilusión con Araceli. 96 años. Emocionada y agradecida por poder continuar con su vida gracias a la vacuna. Fruto de la ciencia y del esfuerzo. Mónica pide la ayuda de tod@s para poder acabar con esto #vacunate No se me ocurre mejor final para 2020.,FAVOR
...Saber que ha empezado la campaña de vacunación de la #gripe cuando desde dentro de mi consulta se oye la marabunta en la sala de enfermería...perfecto!  #parapacientes ,FAVOR
"General Castaño, de Comandancia General de Ceuta @Defensagob, entregando vacunas contra #COVID19 a @GobiernodeCeuta. 💉 https://t.co/pOdOm8mAjV",FAVOR
"La farmacéutica Moderna anuncia que su vacuna contra la covid tiene un 94,5% de eficacia  https://t.co/zIrT3Vyfgq",NONE
"Falsas creencias sobre #vacunas, desmontadas por la ciencia https://t.co/nidkEsEr4x@SaludsinBulos ",FAVOR
Ale pues ya estoy vacunada jajajajajaj me han dao pocas vueltas pa una vacuna josu... !!,FAVOR
"""Redacción Médica | CiU retoma la demanda de la venta en farmacias de la vacuna de la varicela"" http://t.co/KWjt2fw3RQ",NONE
"No entiendo el drama por la vacuna de la varicela. En mis tiempos mozos no se vacunaba, yo la pasé, y no me pasó nada malo #VaricelaEP.",AGAINST
Ahora en un rato a la vacuna. Sin clasee uee!,FAVOR
"Una prueba más de que estas VACUNAS son un experimento génico, un veneno que provocará reacciones adversas graves y/o la muerte a 5 de cada 100 uruguayos que se la inyecten.Lejos de prevenir ningún virus, el objetivo queda cada vez más claro.Genocidio en proceso. #SalSiPuedes2 https://t.co/kNRQi6ZP7f",AGAINST
Socio lee este artículo @igiel_vj Investigan la relación de 800 casos de narcolepsia con una vacuna de la gripe A. http://t.co/FKkXNQu1,AGAINST
Ha llegado el momento!! Acabo de recibir en @Hospital_FJD la 1ª dosis de la vacuna @pfizer #BioNTech contra el #COVID19.  para protegerme a mí y a quien me rodea: mi #familia y mis #pacientes #VacunaCOVID19 #Vacunate #StopCovid https://t.co/6sf9BWt8Ic,FAVOR
@elmundosalud #PòlioTV3 Y hablar de miles que la sufrieron en la Dictadura?existía vacuna hacía años .Franco no quiso.,NONE
"¿Por que me tendra que doler tanto una dichosa vacuna? No puede ser,no no.",FAVOR
Venga a comprar veneno. Miles y miles de millones. UE gasta pero del bolsillo y bienestar de sus ciudadanos. Hay q salir de esta Unión nefasta. https://t.co/chPxVNeSdO,AGAINST
Las vacunas no son voluntarias. Da igual si aceptas o rechazas porque los jueces no entienden de derechos: un juez ordena vacunar a cuatro ancianos de un asilo de Priego tras la negativa de sus familiareshttps://t.co/VujUCL3nV5,AGAINST
"Javier Martín, residente del Hogar Madre de Dios de Haro, y Julia Rioja, cocinera del mismo centro, son los primeros vacunados en La Rioja frente a #COVID19 en el inicio hoy de la campaña de vacunación.  #LaRiojaSeVacuna📎Noticia: https://t.co/lRgIfaQo2R https://t.co/V7eWmxIx4p",NONE
El proceso vacunación #COVID19 sigue en Navarra: Los primeros profesionales #sociosanitarios ya se han vacunado. 💉(Video @NavarraTV)https://t.co/pn9tu7rYa7,NONE
Ps ahora a pnerme la vacuna jaja #ceroganas,FAVOR
"Me van a poner una vacuna ahora, si no twiteo en 2 horas es que he muerto xD",FAVOR
"Rezad para que la vacuna no me dé reacción...Si me la da, venid a grabarme!",FAVOR
"Se empatico, vacunate .Los que mueran en el proceso es un sacrificio para el bien común. https://t.co/WAwONs6Cnx https://t.co/Tj3WaOdHZw",AGAINST
"Si padezco los efectos adversos de un Paracetamol que me he tomado voluntariamente, es mi culpa. Si son consecuencia de una vacuna que me obligan a ponerme, es de quien me obliga y de quien la produce. Recordad que legalmente están cubiertos ante cualquier mal que nos ocasionen.",AGAINST
Este es el calendario de vacunación del adulto que propone Ismael Huerta para 2025 en #AEVOviedo ⬇️... #MásAlláDelVial  https://t.co/NH78veyvvT,NONE
Con mi enana para el ambulatorio pa su vacuna!! Pobree,FAVOR
Primera vacuna puesta ahora faltan 3 o 4 años hasta la ultima vacuna,FAVOR
"Y me ponen la vacuna, ole ole old que día ;)",FAVOR
"Las #Vacunas han sido una de las.grandes contribuciones a la #SaludPublica .No vacunar no es proteger,no puede ser un estilo de vida, porque se puede llegar a no tener ninguna vida que proteger...Excelente #hilo by @lovenursingmery #Enfermeria #pediatría  https://t.co/CorQXnx04K",FAVOR
"@Alberbnt Sí, a ver si la gente deja de polemizar y se conciencia de la necesidad de la vacuna y su eficacia contra la pandemia.",FAVOR
"Evidencias de que los israelíes están poniendo vacunas placebo a su población, y de que han bajado los ciclos de las PCR por debajo de 25, para hacer creer al mundo que las vacunas son un éxito.¿A qué no lo sospechabas?😏https://t.co/Xva4CMfsbR",AGAINST
A vueltas con la vacuna de la varicela http://t.co/mlmFrj07Gf,NONE
¡¿Que me tengo que vacuna contra la gripe?! ¡¿como?! ¡estais loco!,AGAINST
@fedemartinon acompañándonos y alucinándonos con “Lo último y lo siguiente en vacunología” en #AvancesVacunasAndalucía ! y siempre sorprenden! @JMDETORRES @davidmorper @EASPsalud @AlvarezAldean @danielocana2 https://t.co/xmdOahcaLA,NONE
Pues a ver si es verdad RT @LaVanguardia: La OMS prevé que la vacuna contra el ébola llegará en enero del 2015 http://t.co/vqyhfkq4EM,FAVOR
Japón deja de recomendar la vacuna del papiloma por los daños que causa -- Salud y Bienestar --Sott.net http://t.co/l2sWwoluZ1,AGAINST
Después de la vacunación llegan al periodismo las noticias como: “ No se puso la vacuna y sufrió en dos meses una neumonía bilateral imposible de tratar y curar”.“ Quería viajar y entrar al supermercado sin vacuna y sin mascarilla”,AGAINST
"La vacuna de Oxford si bien es una de las más adelantadas y ha demostrado eficacia, no ha sido sometida a rigurosas pruebas, lo que requiere un MÍNIMO de 2 años. Fíjate, podés ser el conejillo de Indias.",AGAINST
La #varicela repunta (un 59%) en Aragón un año después de ser retirada la vacuna de las farmacias,NONE
"Y si llega la vacuna y desaparece el coronatimo, entonces dirán que el bozal es bueno para prevenir cualquier enfermedad y se quedará para siempre. Y el confinamiento. Y pagar por respirar. Y no movernos. Y no darnos abrazos. Y las Navidades por Skype. Y el aplauso a las 20.00. https://t.co/HhVux8CLed",AGAINST
Buenas tardes :D ahora a la vacuna venga que ganas....,FAVOR
"@habaneroycubano @LeodagniM @pepecampeon2014 @MariaSilvita_95 Pues los yankiespp están locos por comprar una vacuna que cura el pulmón,cncer",NONE
Prefiero morir a inyectarme ese veneno https://t.co/es5yiBjEZX,AGAINST
Hoy de visita al alergologo aver si le sala de las pelotas ponerme la vacuna. #aprobarsuerte,FAVOR
@EspanaLena Tranquila Ayuso. Por una vez los madrileños vamos a agradecer el sectarismo de @sanchezcastejon .Que se mueran ellos primero y ya nos lo contarán .Apúntame donde quieras,AGAINST
Leed. Después ya opináis sobre las vacunas y cualquier cosa que no sea vuestro campo de trabajo habitual. #sciencerules  https://t.co/Vtmk0sIK5y,NONE
#Noticia #Nacional Pfizer y BioNTech anuncian una eficacia del 90  en su vacuna contra la covid https://t.co/N5GmyFly4Z,NONE
"@WikiGeorge @myESMO Con la quimioterapia y terapias muy inmunosupresoras sabemos que se reduce la eficacia de la vacuna de la gripe, se desarrollan menos anticuerpos, etc; pero no hay riesgos de seguridad porque no es una vacuna viva (al igual que la del coronavirus).",FAVOR
"El dia 2 me ponen la tercera vacuna, kasko tete",FAVOR
Y me empieza a doler ahora la vacuna #mandacojonesss,FAVOR
"Mi hermana es sanitaria y se vacuno porque sino no le renovaban el contrato, tras la segunda vacuna, esta fatal, con todo tipo de problemas físicos pero lo que más me asusta es que tiene pérdidas de memoria, hablo con ella y a los 10 minutos se le ha olvidado, esto es criminal.",AGAINST
